eGRID2012 file generator sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Notes
15533,NY,GMMGreenidge LLC,2527,4,0,OP,ST,BIT,112.5,0,0,0,,1953,
15534,NY,GMMM Westover,2526,7,2,RE,ST,BIT,43.8,0,0,0,,1943,
15535,NY,GMMM Westover,2526,8,1,OS,ST,BIT,75,0,0,0,,1951,
15536,NY,Goodyear Lake Plant,50079,GEN1,0,OP,HY,WAT,0.8,0,0,0,,1980,
15537,NY,Goodyear Lake Plant,50079,GEN2,0,OP,HY,WAT,0.6,0,0,0,,1980,
15538,NY,Gouldtown,56704,3,0,OP,HY,WAT,2,0.617522831,10819,0,F923NONK,1953,
15539,NY,Gowanus Gas Turbines Generating,2494,GT11,0,OP,GT,DFO,20,0,0,0,,1971,
15540,NY,Gowanus Gas Turbines Generating,2494,GT12,0,OP,GT,DFO,20,0,0,0,,1971,
15541,NY,Gowanus Gas Turbines Generating,2494,GT13,0,OP,GT,DFO,20,0,0,0,,1971,
15542,NY,Gowanus Gas Turbines Generating,2494,GT14,0,OP,GT,DFO,20,0,0,0,,1971,
15543,NY,Gowanus Gas Turbines Generating,2494,GT15,0,OP,GT,DFO,20,0,0,0,,1971,
15544,NY,Gowanus Gas Turbines Generating,2494,GT16,0,OP,GT,DFO,20,0,0,0,,1971,
15545,NY,Gowanus Gas Turbines Generating,2494,GT17,0,OP,GT,DFO,20,0,0,0,,1971,
15546,NY,Gowanus Gas Turbines Generating,2494,GT18,0,OP,GT,DFO,20,0,0,0,,1971,
15547,NY,Gowanus Gas Turbines Generating,2494,GT21,0,OP,GT,NG,20,0,0,0,,1971,
15548,NY,Gowanus Gas Turbines Generating,2494,GT22,0,OP,GT,NG,20,0,0,0,,1971,
15549,NY,Gowanus Gas Turbines Generating,2494,GT23,0,OP,GT,NG,20,0,0,0,,1971,
15550,NY,Gowanus Gas Turbines Generating,2494,GT24,0,OP,GT,NG,20,0,0,0,,1971,
15551,NY,Gowanus Gas Turbines Generating,2494,GT25,0,OP,GT,NG,20,0,0,0,,1971,
15552,NY,Gowanus Gas Turbines Generating,2494,GT26,0,OP,GT,NG,20,0,0,0,,1971,
15553,NY,Gowanus Gas Turbines Generating,2494,GT27,0,OP,GT,NG,20,0,0,0,,1971,
15554,NY,Gowanus Gas Turbines Generating,2494,GT28,0,OP,GT,NG,20,0,0,0,,1971,
15555,NY,Gowanus Gas Turbines Generating,2494,GT31,0,OP,GT,NG,20,0,0,0,,1971,
15556,NY,Gowanus Gas Turbines Generating,2494,GT32,0,OP,GT,NG,20,0,0,0,,1971,
15557,NY,Gowanus Gas Turbines Generating,2494,GT33,0,OP,GT,NG,20,0,0,0,,1971,
15558,NY,Gowanus Gas Turbines Generating,2494,GT34,0,OP,GT,NG,20,0,0,0,,1971,
15559,NY,Gowanus Gas Turbines Generating,2494,GT35,0,OP,GT,NG,20,0,0,0,,1971,
15560,NY,Gowanus Gas Turbines Generating,2494,GT36,0,OP,GT,NG,20,0,0,0,,1971,
15561,NY,Gowanus Gas Turbines Generating,2494,GT37,0,OP,GT,NG,20,0,0,0,,1971,
15562,NY,Gowanus Gas Turbines Generating,2494,GT38,0,OP,GT,NG,20,0,0,0,,1971,
15563,NY,Gowanus Gas Turbines Generating,2494,GT41,0,OP,GT,DFO,20,0,0,0,,1971,
15564,NY,Gowanus Gas Turbines Generating,2494,GT42,0,OP,GT,DFO,20,0,0,0,,1971,
15565,NY,Gowanus Gas Turbines Generating,2494,GT43,0,OP,GT,DFO,20,0,0,0,,1971,
15566,NY,Gowanus Gas Turbines Generating,2494,GT44,0,OP,GT,DFO,20,0,0,0,,1971,
15567,NY,Gowanus Gas Turbines Generating,2494,GT45,0,OP,GT,DFO,20,0,0,0,,1971,
15568,NY,Gowanus Gas Turbines Generating,2494,GT46,0,OP,GT,DFO,20,0,0,0,,1971,
15569,NY,Gowanus Gas Turbines Generating,2494,GT47,0,OP,GT,DFO,20,0,0,0,,1971,
15570,NY,Gowanus Gas Turbines Generating,2494,GT48,0,OP,GT,DFO,20,0,0,0,,1971,
15571,NY,Gowanus Gas Turbines Generating,2494,SS,0,T,GT,NG,93,0,0,0,,2015,
15572,NY,Grahamsville,2627,GRHM,0,OP,HY,WAT,18,0.556322933,87721,0,F923NONK,1956,
15573,NY,Granby,2569,1,0,OP,HY,WAT,5,0,0,0,,1983,
15574,NY,Granby,2569,2,0,OP,HY,WAT,5,0,0,0,,1983,
15575,NY,Greenport,2681,2,0,OS,IC,DFO,1.7,0,0,0,,1997,
15576,NY,Greenport,2681,4,0,OP,IC,DFO,1.2,0,0,0,,1957,
15577,NY,Greenport,2681,5,0,OP,IC,DFO,1.8,0,0,0,,1965,
15578,NY,Greenport,2681,6,0,OP,IC,DFO,3.8,0,0,0,,1971,
15579,NY,Greenport,2681,7,0,OS,IC,DFO,1.6,0,0,0,,1997,
15580,NY,Hailesboro 4 Plant,10544,GEN1,0,OP,HY,WAT,0.8,0,0,0,,1922,
15581,NY,Hailesboro 4 Plant,10544,GEN2,0,OP,HY,WAT,0.6,0,0,0,,1922,
15582,NY,Hampshire Paper,10116,5,0,OP,HY,WAT,3.4,0.593405855,17674,0,F923NONK,1987,
15583,NY,Hannawa,2571,1,0,OP,HY,WAT,4,0,0,0,,1914,
15584,NY,Hannawa,2571,2,0,OP,HY,WAT,4,0,0,0,,1920,
15585,NY,Hardscrabble Wind Power LLC,57287,1,0,OP,WT,WND,74,0.260517709,168878,0,F923NONK,2011,
15586,NY,Harlem River Yard,7914,HR01,0,OP,GT,NG,47,0,0,0,,2001,
15587,NY,Harlem River Yard,7914,HR02,0,OP,GT,NG,47,0,0,0,,2001,
15588,NY,Harris Lake,2528,1,0,SB,IC,DFO,1.7,0.001611604,24,0,F923NONK,1967,
15589,NY,Hawkeye Energy Greenport LLC,55969,U-01,0,OP,GT,KER,54,0.042277609,19999,0,F923NONK,2003,
15590,NY,Hell Gate,7913,HG01,0,OP,GT,NG,47,0,0,0,,2001,
15591,NY,Hell Gate,7913,HG02,0,OP,GT,NG,47,0,0,0,,2001,
15592,NY,Herkimer,52057,1,0,OS,HY,WAT,0.4,0,0,0,,1987,
15593,NY,Herkimer,52057,2,0,OS,HY,WAT,0.4,0,0,0,,1987,
15594,NY,Herkimer,52057,3,0,OS,HY,WAT,0.4,0,0,0,,1987,
15595,NY,Herkimer,52057,4,0,OS,HY,WAT,0.4,0,0,0,,1987,
15596,NY,Herkimer,52057,5,0,RE,HY,WAT,0.4,0,0,0,,1987,
15597,NY,Herrings,2572,1,0,OP,HY,WAT,1.8,0,0,0,,1924,
15598,NY,Herrings,2572,2,0,OP,HY,WAT,1.8,0,0,0,,1924,
15599,NY,Herrings,2572,3,0,OP,HY,WAT,1.8,0,0,0,,1924,
15600,NY,Heuvelton,2573,1,0,OP,HY,WAT,0.5,0,0,0,,1924,
15601,NY,Heuvelton,2573,2,0,OP,HY,WAT,0.5,0,0,0,,1924,
15602,NY,Hewittville Hydroelectric,50268,HY1,0,OP,HY,WAT,3,0.51000761,13403,0,F923NONK,1984,
15603,NY,High Acres Gas Recovery,50568,GEN1,0,OP,IC,LFG,0.8,0,0,0,,1991,
15604,NY,High Acres Gas Recovery,50568,GEN2,0,OP,IC,LFG,0.8,0,0,0,,1991,
15605,NY,High Acres Gas Recovery,50568,GEN3,0,OP,IC,LFG,0.8,0,0,0,,1991,
15606,NY,High Acres Gas Recovery,50568,GEN4,0,OP,IC,LFG,0.8,0,0,0,,1991,
15607,NY,High Acres Gas Recovery,50568,GEN5,0,OP,IC,LFG,1.6,0,0,0,,2008,
15608,NY,High Acres Gas Recovery,50568,GEN6,0,OP,IC,LFG,1.6,0,0,0,,2008,
15609,NY,High Acres Gas Recovery,50568,GEN7,0,OP,IC,LFG,1.6,0,0,0,,2008,
15610,NY,High Acres Gas Recovery,50568,GEN8,0,OP,IC,LFG,1.6,0,0,0,,2008,
15611,NY,High Dam,2574,1,0,OP,HY,WAT,2.8,0,0,0,,1928,
15612,NY,High Dam,2574,2,0,OP,HY,WAT,2.8,0,0,0,,1928,
15613,NY,High Dam,2574,3,0,OP,HY,WAT,2.8,0,0,0,,1928,
15614,NY,High Dam,2574,4,0,OP,HY,WAT,3.5,0,0,0,,1949,
15615,NY,High Falls,2530,1,0,OP,HY,WAT,4,0,0,0,,1948,
15616,NY,High Falls,2575,1,0,OP,HY,WAT,2,0,0,0,,1925,
15617,NY,High Falls,2530,2,0,OP,HY,WAT,4,0,0,0,,1949,
15618,NY,High Falls,2575,2,0,OP,HY,WAT,2,0,0,0,,1925,
15619,NY,High Falls,2530,3,0,OP,HY,WAT,7,0,0,0,,1956,
15620,NY,High Falls,2575,3,0,OP,HY,WAT,2,0,0,0,,1925,
15621,NY,High Sheldon Wind Farm,56953,1,0,OP,WT,WND,112,0.25946877,254570,0,F923NONK,2009,
15622,NY,Higley,2576,1,0,RE,HY,WAT,2,0,0,0,,1913,
15623,NY,Higley,2576,1N,0,OP,HY,WAT,1.5,0,0,0,,2003,
15624,NY,Higley,2576,2,0,RE,HY,WAT,2,0,0,0,,1913,
15625,NY,Higley,2576,2N,0,OP,HY,WAT,1.5,0,0,0,,2003,
15626,NY,Higley,2576,3,0,RE,HY,WAT,2,0,0,0,,1937,
15627,NY,Higley,2576,3N,0,OP,HY,WAT,1.5,0,0,0,,2003,
15628,NY,Higley,2576,4N,0,OP,HY,WAT,1.5,0,0,0,,2003,
15629,NY,Hillburn,2628,GEN1,0,OP,GT,KER,46.5,0.000684932,279,0,F923NONK,1972,
15630,NY,Hofstra University,51035,GEN1,0,OP,IC,NG,1.1,0,0,0,,1990,
15631,NY,Hofstra University,51035,GEN2,0,OP,IC,NG,1.1,0,0,0,,1990,
15632,NY,Hollow Dam Power Partnership,10124,HY1,0,OP,HY,WAT,0.5,0,0,0,,1987,
15633,NY,Hollow Dam Power Partnership,10124,HY2,0,OP,HY,WAT,0.5,0,0,0,,1987,
15634,NY,Holtsville,8007,1,0,OP,GT,KER,56.7,0,0,0,,1974,
15635,NY,Holtsville,8007,10,0,OP,GT,KER,56.7,0,0,0,,1975,
15636,NY,Holtsville,8007,2,0,OP,GT,KER,56.7,0,0,0,,1974,
15637,NY,Holtsville,8007,3,0,OP,GT,KER,56.7,0,0,0,,1974,
15638,NY,Holtsville,8007,4,0,OP,GT,KER,56.7,0,0,0,,1974,
15639,NY,Holtsville,8007,5,0,OP,GT,KER,56.7,0,0,0,,1974,
15640,NY,Holtsville,8007,6,0,OP,GT,KER,56.7,0,0,0,,1975,
15641,NY,Holtsville,8007,7,0,OP,GT,KER,56.7,0,0,0,,1975,
15642,NY,Holtsville,8007,8,0,OP,GT,KER,56.7,0,0,0,,1975,
15643,NY,Holtsville,8007,9,0,OP,GT,KER,56.7,0,0,0,,1975,
15644,NY,Honeywell Farms,10125,1,0,OP,IC,NG,0.8,0,0,0,,1992,
15645,NY,Honeywell Farms,10125,2,0,OP,IC,NG,0.8,0,0,0,,1992,
15646,NY,Honeywell Farms,10125,3,0,SB,IC,DFO,0.8,0,0,0,,1974,
15647,NY,Honeywell Farms,10125,4,0,SB,IC,DFO,0.8,0,0,0,,1974,
15648,NY,Honeywell Farms,10125,5,0,OP,IC,NG,0.8,0,0,0,,1990,
15649,NY,Honeywell Farms,10125,6,0,SB,IC,NG,0.4,0,0,0,,1990,
15650,NY,Hospira Inc,55788,GEN1,0,SB,IC,NG,1.1,0,0,0,,1995,
15651,NY,Hospira Inc,55788,GEN2,0,SB,IC,NG,1.1,0,0,0,,1995,
15652,NY,Howard Wind Farm,57867,1,0,OP,WT,WND,55.4,0,0,0,,2011,
15653,NY,Howard Wind Farm,57867,2,0,OP,WT,WND,4.1,0,0,0,,2012,
15654,NY,Hudson Avenue,2496,10,0,RE,ST,RFO,60,0,0,0,,1951,
15655,NY,Hudson Avenue,2496,4,0,OP,GT,KER,16.3,0,0,0,,1970,
15656,NY,Hudson Avenue,2496,GT3,0,OP,GT,KER,16.3,0,0,0,,1970,
15657,NY,Hudson Avenue,2496,GT5,0,OP,GT,KER,16.3,0,0,0,,1970,
15658,NY,Hudson Falls Hydroelectric Project,54953,GEN1,0,OP,HY,WAT,22,0,0,0,,1995,
15659,NY,Hudson Falls Hydroelectric Project,54953,GEN2,0,OP,HY,WAT,22,0,0,0,,1995,
15660,NY,Huntington Resource Recovery Facility,50656,GEN1,3,OP,ST,MSB,28,0.773259132,189665,0,F923ST,1991,
15661,NY,HVCC Cogen Plant,58186,CG01,0,OP,IC,NG,0.9,0,0,0,,2004,
15662,NY,HVCC Cogen Plant,58186,CG02,0,OP,IC,NG,0.9,0,0,0,,2004,
15663,NY,HVCC Cogen Plant,58186,CG03,0,OP,IC,NG,1.4,0,0,0,,2004,
15664,NY,HVCC Cogen Plant,58186,CG04,0,OP,IC,NG,1.4,0,0,0,,2004,
15665,NY,HVCC Cogen Plant,58186,CG05,0,SB,IC,DFO,2.1,0,0,0,,2004,
15666,NY,HVCC Cogen Plant,58186,CG06,0,OP,IC,NG,1.4,0,0,0,,2005,
15667,NY,Hydraulic Race,2578,1,0,OP,HY,WAT,3,0.351445967,9236,0,F923NONK,1942,
15668,NY,Hyland LFGTE Facility,56987,GEN1,0,OP,IC,LFG,1.6,0,0,0,,2008,
15669,NY,Hyland LFGTE Facility,56987,GEN2,0,OP,IC,LFG,1.6,0,0,0,,2008,
15670,NY,Hyland LFGTE Facility,56987,GEN3,0,OP,IC,LFG,1.6,0,0,0,,2008,
15671,NY,Hyland LFGTE Facility,56987,GEN4,0,IP,IC,LFG,1.6,0,0,0,,,
15672,NY,Indeck Corinth Energy Center,50458,GEN1,0,OP,CT,NG,92,0.517211387,416831,0,F923NONK,1995,
15673,NY,Indeck Corinth Energy Center,50458,GEN2,1,OP,CA,NG,55,0.495877958,238914,0,F923ST,1995,
15674,NY,Indeck Olean Energy Center,54076,GEN1,0,OP,CT,NG,46,0.169976276,68493.6,0,F923NONK,1994,
15675,NY,Indeck Olean Energy Center,54076,GEN2,1,OP,CA,NG,44.6,0.150682372,58871,0,F923ST,1994,
15676,NY,Indeck Oswego Energy Center,50450,GEN1,0,OP,CT,NG,41.2,0.047953518,17307,0,F923NONK,1990,
15677,NY,Indeck Oswego Energy Center,50450,GEN2,1,OP,CA,NG,16.2,0.056084052,7959,0,F923ST,1990,
15678,NY,Indeck Silver Springs Energy Center,50449,GEN1,0,OP,CT,NG,39.4,0.140757133,48581.5,0,F923NONK,1991,
15679,NY,Indeck Silver Springs Energy Center,50449,GEN2,1,OP,CA,NG,17.2,0.114314538,17224,0,F923ST,1991,
15680,NY,Indeck Yerkes Energy Center,50451,GEN1,0,OP,CT,NG,40.6,0.109074499,38793,0,F923NONK,1989,
15681,NY,Indeck Yerkes Energy Center,50451,GEN2,1,OP,CA,NG,19.3,0.088319493,14932,0,F923ST,1989,
15682,NY,Indian Point 2,2497,2,1,OP,ST,NUC,1299,0.697322053,7934995,0,F923NK,1973,
15683,NY,Indian Point 3,8907,3,1,OP,ST,NUC,1012,1.015446717,9002057,0,F923NK,1976,
15684,NY,Inghams,2579,1,0,OP,HY,WAT,3,0,0,0,,1912,
15685,NY,Inghams,2579,2,0,OP,HY,WAT,3,0,0,0,,1912,
15686,NY,Jamaica Bay Peaking,56141,2,0,OP,GT,KER,60.5,0.012957093,6867,0,F923NONK,2003,
15687,NY,James A Fitzpatrick,6110,1,1,OP,ST,NUC,882,0.785694354,6070526,0,F923NK,1976,
15688,NY,Jarvis (Hinckley),808,1,0,OP,HY,WAT,4.5,0,0,0,,1991,
15689,NY,Jarvis (Hinckley),808,2,0,OP,HY,WAT,4.5,0,0,0,,1991,
15690,NY,Johnsonville,2580,1,0,OP,HY,WAT,2,0,0,0,,1909,
15691,NY,Johnsonville,2580,2,0,OP,HY,WAT,2,0,0,0,,1909,
15692,NY,Jordanville Wind Farm,56398,1,0,IP,WT,WND,80,0,0,0,,,
15693,NY,Joseph J Seymour Power Project,7910,1,0,OP,GT,NG,47,0,0,0,,2001,
15694,NY,Joseph J Seymour Power Project,7910,2,0,OP,GT,NG,47,0,0,0,,2001,
15695,NY,Kamargo,2581,1,0,OP,HY,WAT,2,0,0,0,,1921,
15696,NY,Kamargo,2581,2,0,OP,HY,WAT,2,0,0,0,,1921,
15697,NY,Kamargo,2581,3,0,OP,HY,WAT,2,0,0,0,,1921,
15698,NY,Kennedy International Airport Cogen,54114,CT-3,0,IP,GT,NG,50,0,0,0,,,
15699,NY,Kennedy International Airport Cogen,54114,GEN1,0,OP,CT,NG,47.1,0,0,0,,1994,
15700,NY,Kennedy International Airport Cogen,54114,GEN2,0,OP,CT,NG,47.1,0,0,0,,1994,
15701,NY,Kennedy International Airport Cogen,54114,GEN3,2,OP,CA,NG,27,0.556367326,131592,0,F923ST,1995,
15702,NY,Kensico,650,1,0,RE,HY,WAT,1,0,0,0,,1983,
15703,NY,Kensico,650,2,0,RE,HY,WAT,1,0,0,0,,1983,
15704,NY,Kensico,650,3,0,RE,HY,WAT,1,0,0,0,,1983,
15705,NY,Kent Falls,2532,1,0,OP,HY,WAT,3.2,0,0,0,,1928,
15706,NY,Kent Falls,2532,2,0,OP,HY,WAT,3.2,0,0,0,,1928,
15707,NY,Kent Falls,2532,3,0,OP,HY,WAT,6,0,0,0,,1985,
15708,NY,Keuka,2533,1,0,RE,HY,WAT,2,0,0,0,,1928,
15709,NY,Kings Falls Hydroelectric,10872,1,0,OS,HY,WAT,1.6,0,0,0,,1988,
15710,NY,Kosterville,56705,4,0,OP,HY,WAT,0.5,0,0,0,,1955,
15711,NY,Kosterville,56705,5,0,OP,HY,WAT,0.5,0,0,0,,1958,
15712,NY,Lachute Hydro Lower,10752,GEN1,0,OP,HY,WAT,3.8,0.276916607,9218,0,F923NONK,1987,
15713,NY,Lachute Hydro Upper,10753,GEN1,0,OP,HY,WAT,5.2,0.202362136,9218,0,F923NONK,1987,
15714,NY,Lederle Laboratories,10521,3A,5,OP,CA,NG,1.5,0,0,0,,1998,
15715,NY,Lederle Laboratories,10521,GEN1,0,OP,CT,NG,8.3,0,0,0,,1991,
15716,NY,Lederle Laboratories,10521,GEN2,0,OP,CT,NG,8.3,0,0,0,,1991,
15717,NY,Lederle Laboratories,10521,GEN3,5,OP,CA,NG,2.2,0,0,0,,1990,
15718,NY,Lederle Laboratories,10521,TG4,5,OP,CA,NG,3.1,0,0,0,,1997,
15719,NY,Lewiston Niagara,2692,1,0,OP,PS,WAT,20,0,0,0,,1961,
15720,NY,Lewiston Niagara,2692,10,0,OP,PS,WAT,20,0,0,0,,1962,
15721,NY,Lewiston Niagara,2692,11,0,OP,PS,WAT,20,0,0,0,,1962,
15722,NY,Lewiston Niagara,2692,12,0,OP,PS,WAT,20,0,0,0,,1962,
15723,NY,Lewiston Niagara,2692,2,0,OP,PS,WAT,20,0,0,0,,1961,
15724,NY,Lewiston Niagara,2692,3,0,OP,PS,WAT,20,0,0,0,,1961,
15725,NY,Lewiston Niagara,2692,4,0,OP,PS,WAT,20,0,0,0,,1962,
15726,NY,Lewiston Niagara,2692,5,0,OP,PS,WAT,20,0,0,0,,1962,
15727,NY,Lewiston Niagara,2692,6,0,OP,PS,WAT,20,0,0,0,,1962,
15728,NY,Lewiston Niagara,2692,7,0,OP,PS,WAT,20,0,0,0,,1962,
15729,NY,Lewiston Niagara,2692,8,0,OP,PS,WAT,20,0,0,0,,1962,
15730,NY,Lewiston Niagara,2692,9,0,OP,PS,WAT,20,0,0,0,,1962,
15731,NY,Lighthouse Hill,2582,1,0,OP,HY,WAT,4,0,0,0,,1930,
15732,NY,Lighthouse Hill,2582,2,0,OP,HY,WAT,4,0,0,0,,1930,
15733,NY,Little Falls Hydro,51034,GEN1,0,OP,HY,WAT,6.5,0,0,0,,1987,
15734,NY,Little Falls Hydro,51034,GEN2,0,OP,HY,WAT,6.5,0,0,0,,1987,
15735,NY,Lockport Energy Associates LP,54041,GEN1,0,OP,CT,NG,48.7,0,0,0,,1992,
15736,NY,Lockport Energy Associates LP,54041,GEN2,0,OP,CT,NG,48.7,0,0,0,,1992,
15737,NY,Lockport Energy Associates LP,54041,GEN3,0,OP,CT,NG,48.7,0,0,0,,1992,
15738,NY,Lockport Energy Associates LP,54041,GEN4,1,OP,CA,NG,75.2,0.123573059,81404,0,F923ST,1992,
15739,NY,Long Island Solar Farm LLC,57589,9WUBN,0,OP,PV,SUN,31.5,0.191030659,52713,0,F923NONK,2011,
15740,NY,Longfalls Facility,54548,1,0,OP,HY,WAT,3.3,0.000622665,18,0,F923NONK,1991,
15741,NY,Lovett,2629,3,1,RE,ST,NG,69,0,0,0,,1955,
15742,NY,Lovett,2629,4,1,RE,ST,BIT,179.5,0,0,0,,1966,
15743,NY,Lovett,2629,5,1,RE,ST,BIT,200.6,0,0,0,,1969,
15744,NY,Lower Saranac Hydroelectric Facility,10214,GEN1,0,OP,HY,WAT,3.2,0,0,0,,1990,
15745,NY,Lower Saranac Hydroelectric Facility,10214,GEN2,0,OP,HY,WAT,3.2,0,0,0,,1990,
15746,NY,Lower Saranac Hydroelectric Facility,10214,GEN3,0,OP,HY,WAT,0.3,0,0,0,,1990,
15747,NY,Lutheran Medical Center,54769,GEN1,0,OP,IC,NG,0.8,0,0,0,,1994,
15748,NY,Lutheran Medical Center,54769,GEN2,0,OP,IC,NG,0.8,0,0,0,,1994,
15749,NY,Lyons Falls Hydroelectric,56703,1,0,OP,HY,WAT,1,0,0,0,,1923,
15750,NY,Lyons Falls Hydroelectric,56703,6,0,OP,HY,WAT,1.2,0,0,0,,1963,
15751,NY,Lyons Falls Hydroelectric,56703,7,0,OP,HY,WAT,1.2,0,0,0,,1966,
15752,NY,Lyons Falls Hydroelectric,56703,8,0,OP,HY,WAT,1.2,0,0,0,,1974,
15753,NY,Lyons Falls Hydroelectric,56703,9,0,OP,HY,WAT,0.9,0,0,0,,1971,
15754,NY,Lyonsdale Associates,50652,GEN1,0,OP,HY,WAT,1.5,0,0,0,,1984,
15755,NY,Lyonsdale Associates,50652,GEN2,0,OP,HY,WAT,1.5,0,0,0,,1984,
15756,NY,MacArthur Waste to Energy Facility,51038,GEN1,2,OP,ST,MSB,12.5,0.509269406,55765,0,F923ST,1990,
15757,NY,Macomb,2583,1,0,OP,HY,WAT,1,0.086872146,761,0,F923NONK,1940,
15758,NY,Madison Windpower LLC,55769,MADW,0,OP,WT,WND,11.5,0.186926742,18831,0,F923NONK,2000,
15759,NY,Maple Ridge Wind Farm,56290,1,0,OP,WT,WND,137,0,0,0,,2005,
15760,NY,Maple Ridge Wind Farm,56290,1A,0,OP,WT,WND,61,0,0,0,,2006,
15761,NY,Maple Ridge Wind Farm,56290,2,0,OP,WT,WND,33,0,0,0,,2006,
15762,NY,Maple Ridge Wind Farm,56290,3,0,OP,WT,WND,91,0,0,0,,2006,
15763,NY,Marble River Wind Farm,56857,GEN1,0,OP,WT,WND,215,0.045373261,85456,0,F923NONK,2012,
15764,NY,Massena Energy Facility,54592,GEN1,0,OP,CT,NG,66.5,0.006833865,3981,0,F923NONK,1992,
15765,NY,Massena Energy Facility,54592,GEN2,1,OP,CA,NG,35.6,0.008042173,2508,0,F923ST,1992,
15766,NY,Massena Energy Facility,54592,IC,0,SB,IC,DFO,2,0,0,0,F923NONK,1992,
15767,NY,Mercy Medical Center,58163,1,0,SB,IC,DFO,0.1,0,0,0,,1959,
15768,NY,Mercy Medical Center,58163,2,0,SB,IC,DFO,0.4,0,0,0,,1992,
15769,NY,Mercy Medical Center,58163,3,0,SB,IC,DFO,0.4,0,0,0,,1963,
15770,NY,Mercy Medical Center,58163,4,0,SB,IC,DFO,0.7,0,0,0,,1985,
15771,NY,Mercy Medical Center,58163,5,0,SB,IC,DFO,0.3,0,0,0,,1977,
15772,NY,Mercy Medical Center,58163,6,0,SB,IC,DFO,0.2,0,0,0,,1995,
15773,NY,Mercy Medical Center,58163,7,0,SB,IC,DFO,0.3,0,0,0,,1999,
15774,NY,Mercy Medical Center,58163,8,0,SB,IC,DFO,0.6,0,0,0,,2004,
15775,NY,Middle Falls Hydro,10219,HY1,0,OP,HY,WAT,1.1,0,0,0,,1989,
15776,NY,Middle Falls Hydro,10219,HY2,0,OP,HY,WAT,1.1,0,0,0,,1989,
15777,NY,Mill C,6486,1,0,OP,HY,WAT,1,0,0,0,,1944,
15778,NY,Mill C,6486,2,0,OP,HY,WAT,1.2,0,0,0,,1943,
15779,NY,Mill C,6486,3,0,OP,HY,WAT,3.8,0,0,0,,1984,
15780,NY,Minetto,2586,1,0,OP,HY,WAT,2,0,0,0,,1915,
15781,NY,Minetto,2586,2,0,OP,HY,WAT,2,0,0,0,,1915,
15782,NY,Minetto,2586,3,0,OP,HY,WAT,2,0,0,0,,1915,
15783,NY,Minetto,2586,4,0,OP,HY,WAT,2,0,0,0,,1915,
15784,NY,Minetto,2586,5,0,OP,HY,WAT,2,0,0,0,,1915,
15785,NY,MM Albany Energy,55155,UNT1,0,OP,IC,LFG,0.9,0,0,0,,1998,
15786,NY,MM Albany Energy,55155,UNT2,0,OP,IC,LFG,0.9,0,0,0,,1998,
15787,NY,MM Albany Energy,55155,UNT3,0,OP,IC,LFG,0.9,0,0,0,,2008,
15788,NY,MM Albany Energy,55155,UNT4,0,OP,IC,LFG,1.6,0,0,0,,2012,
15789,NY,MM Albany Energy,55155,UNT5,0,OP,IC,LFG,1.6,0,0,0,,2012,
15790,NY,Model City Energy Facility,55757,GEN1,0,OP,IC,LFG,0.8,0,0,0,,2001,
15791,NY,Model City Energy Facility,55757,GEN2,0,OP,IC,LFG,0.8,0,0,0,,2001,
15792,NY,Model City Energy Facility,55757,GEN3,0,OP,IC,LFG,0.8,0,0,0,,2001,
15793,NY,Model City Energy Facility,55757,GEN4,0,OP,IC,LFG,0.8,0,0,0,,2001,
15794,NY,Model City Energy Facility,55757,GEN5,0,OP,IC,LFG,0.8,0,0,0,,2001,
15795,NY,Model City Energy Facility,55757,GEN6,0,OP,IC,LFG,0.8,0,0,0,,2001,
15796,NY,Model City Energy Facility,55757,GEN7,0,OP,IC,LFG,0.8,0,0,0,,2001,
15797,NY,Modern Innovative Energy LLC,56323,GEN1,0,OP,IC,LFG,1.6,0,0,0,,2006,
15798,NY,Modern Innovative Energy LLC,56323,GEN2,0,OP,IC,LFG,1.6,0,0,0,,2006,
15799,NY,Modern Innovative Energy LLC,56323,GEN3,0,OP,IC,LFG,1.6,0,0,0,,2006,
15800,NY,Modern Innovative Energy LLC,56323,GEN4,0,OP,IC,LFG,1.6,0,0,0,,2006,
15801,NY,Modern Innovative Energy LLC,56323,GEN5,0,IP,IC,LFG,1.6,0,0,0,,,
15802,NY,Modern Innovative Energy LLC,56323,GEN6,0,IP,IC,LFG,1.6,0,0,0,,,
15803,NY,Modern Innovative Energy LLC,56323,GEN7,0,IP,IC,LFG,1.6,0,0,0,,,
15804,NY,Modern Innovative Energy LLC,56323,GEN8,0,IP,IC,LFG,1.6,0,0,0,,,
15805,NY,Mongaup,2630,GEN1,0,OP,HY,WAT,4,0.259389269,9089,0,F923NONK,1923,
15806,NY,Monroe Community College Plant,58201,1,0,OP,IC,NG,1.6,0,0,0,,2004,
15807,NY,Monroe Community College Plant,58201,2,0,OP,IC,NG,1.6,0,0,0,,2004,
15808,NY,Monroe Community College Plant,58201,3,0,OP,IC,NG,1.6,0,0,0,,2004,
15809,NY,Monroe Community College Plant,58201,4,0,OP,IC,NG,1.6,0,0,0,,2004,
