eGRID2012 file generator sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Notes
303,AK,Kotzebue,6304,8WT,0,OP,WT,WND,0.1,0,0,0,,1999,
304,AK,Kotzebue,6304,9,0,RE,IC,DFO,2.1,0,0,0,,1983,
305,AK,Kotzebue,6304,9wt,0,OP,WT,WND,0.1,0,0,0,,1999,
306,AK,Koyuk,57059,UNIT1,0,OP,IC,JF,0.2,0,0,0,,2005,
307,AK,Koyuk,57059,UNIT2,0,OP,IC,JF,0.4,0,0,0,,2005,
308,AK,Koyuk,57059,UNIT3,0,OP,IC,JF,0.5,0,0,0,,2005,
309,AK,Lake Dorothy Hydroelectric Project,57085,1,0,OP,HY,WAT,14.3,0.674290322,84467,0,F923NONK,2009,
310,AK,Lemon Creek,64,1,0,SB,IC,DFO,2.5,0,0,0,,1969,
311,AK,Lemon Creek,64,2,0,SB,IC,DFO,2.6,0,0,0,,1969,
312,AK,Lemon Creek,64,3,0,SB,IC,DFO,2.6,0,0,0,,1974,
313,AK,Lemon Creek,64,5,0,SB,GT,DFO,18.6,0,0,0,,1980,
314,AK,Lemon Creek,64,6,0,SB,GT,DFO,18.6,0,0,0,,1983,
315,AK,Lemon Creek,64,7,0,SB,IC,DFO,2.8,0,0,0,,1983,
316,AK,Lemon Creek,64,IC10,0,SB,IC,DFO,2.8,0,0,0,,1984,
317,AK,Lemon Creek,64,IC11,0,SB,IC,DFO,2.8,0,0,0,,1984,
318,AK,Lemon Creek,64,IC12,0,SB,IC,DFO,2.8,0,0,0,,1984,
319,AK,Lemon Creek,64,IC8,0,SB,IC,DFO,2.8,0,0,0,,1985,
320,AK,Lemon Creek,64,IC9,0,SB,IC,DFO,2.8,0,0,0,,1985,
321,AK,McGrath,6555,3,0,RE,IC,DFO,0.2,0,0,0,,1979,
322,AK,McGrath,6555,3A,0,OP,IC,DFO,0.5,0,0,0,,2011,
323,AK,McGrath,6555,4,0,RE,IC,DFO,0.2,0,0,0,,1979,
324,AK,McGrath,6555,4A,0,OP,IC,DFO,0.5,0,0,0,,2011,
325,AK,McGrath,6555,5,0,RE,IC,DFO,0.6,0,0,0,,1979,
326,AK,McGrath,6555,6,0,OP,IC,DFO,0.6,0,0,0,,1988,
327,AK,McGrath,6555,7,0,OP,IC,DFO,0.6,0,0,0,,1993,
328,AK,Mountain Village,6329,1,0,OP,IC,DFO,0.3,0,0,0,,1984,
329,AK,Mountain Village,6329,3A,0,OP,IC,DFO,0.3,0,0,0,,1977,
330,AK,Mountain Village,6329,4,0,OP,IC,DFO,0.6,0,0,0,,1982,
331,AK,Mountain Village,6329,5,0,OP,IC,DFO,0.5,0,0,0,,1988,
332,AK,Naknek,6301,4A,0,OP,IC,DFO,1.3,0,0,0,,1999,
333,AK,Naknek,6301,5,0,RE,IC,DFO,0.4,0,0,0,,1977,
334,AK,Naknek,6301,5A,0,OP,IC,DFO,1,0,0,0,,2005,
335,AK,Naknek,6301,6,0,RE,IC,DFO,0.4,0,0,0,,1977,
336,AK,Naknek,6301,6A,0,OP,IC,DFO,1,0,0,0,,2006,
337,AK,Naknek,6301,7,0,RE,IC,DFO,0.4,0,0,0,,1977,
338,AK,Naknek,6301,7A,0,OP,IC,DFO,1,0,0,0,,2006,
339,AK,Naknek,6301,8,0,OP,IC,DFO,1,0,0,0,,1977,
340,AK,Naknek,6301,NA1,0,OP,IC,DFO,1.1,0,0,0,,1988,
341,AK,Naknek,6301,NA2,0,OP,IC,DFO,1.1,0,0,0,,1988,
342,AK,Naknek,6301,NA3,0,OP,IC,DFO,0.8,0,0,0,,1991,
343,AK,Naknek,6301,NA4,0,OP,IC,DFO,0.8,0,0,0,,1992,
344,AK,Naknek,6301,NA5,0,OP,IC,DFO,0.8,0,0,0,,1993,
345,AK,Newhalen,7183,1,0,RE,IC,DFO,0.3,0,0,0,,1983,
346,AK,Newhalen,7183,2,0,RE,IC,DFO,0.3,0,0,0,,1983,
347,AK,Newhalen,7183,3,0,RE,IC,DFO,0.3,0,0,0,,1983,
348,AK,Newhalen,7183,4,0,RE,IC,DFO,0.6,0,0,0,,1989,
349,AK,Newhalen,7183,5,0,OP,IC,DFO,0.3,0,0,0,,2012,
350,AK,Newhalen,7183,6,0,OP,IC,DFO,0.3,0,0,0,,2012,
351,AK,Newhalen,7183,7,0,OP,IC,DFO,0.3,0,0,0,,2012,
352,AK,Newhalen,7183,H-1,0,OP,HY,WAT,0.4,0,0,0,,1998,
353,AK,Newhalen,7183,H-2,0,OP,HY,WAT,0.4,0,0,0,,1998,
354,AK,Nikiski Co-Generation,55966,GT1,0,OP,GT,NG,37.9,0.720111806,239080,0,F923NONK,1986,
355,AK,Nikiski Co-Generation,55966,ST1,1,V,CA,WH,40,0,0,0,,2013,
356,AK,Noatak,57051,UNIT2,0,OP,IC,JF,0.3,0,0,0,,2008,
357,AK,Noatak,57051,UNIT4,0,OP,IC,JF,0.5,0,0,0,,2004,
358,AK,Noatak,57051,UNIT5,0,OP,IC,JF,0.4,0,0,0,,1990,
359,AK,Noorvik,6330,1A,0,OP,IC,DFO,0.3,0,0,0,,1997,
360,AK,Noorvik,6330,2A,0,OP,IC,DFO,0.4,0,0,0,,1999,
361,AK,Noorvik,6330,3,0,OP,IC,DFO,0.3,0,0,0,,1984,
362,AK,North Pole,6285,1,0,OP,GT,RFO,60.5,0,0,0,,1976,
363,AK,North Pole,6285,2,0,OP,GT,RFO,60.5,0,0,0,,1977,
364,AK,North Pole,6285,GT3,0,OP,CT,JF,47,0.771502477,317643,0,F923NONK,2007,
365,AK,North Pole,6285,STG1,1,OP,CA,JF,13,0.930356516,105949,0,F923ST,2007,
366,AK,Northway,7169,1A,0,OP,IC,DFO,0.5,0,0,0,,1997,
367,AK,Northway,7169,2A,0,OP,IC,DFO,0.2,0,0,0,,1997,
368,AK,Northway,7169,4,0,RE,IC,DFO,0.4,0,0,0,,1980,
369,AK,Northway,7169,5,0,OP,IC,DFO,0.4,0,0,0,,2007,
370,AK,NSB Anaktuvuk Pass,7487,1,0,OP,IC,DFO,0.3,0,0,0,,1994,
371,AK,NSB Anaktuvuk Pass,7487,2,0,OP,IC,DFO,0.3,0,0,0,,1994,
372,AK,NSB Anaktuvuk Pass,7487,3,0,OP,IC,DFO,0.3,0,0,0,,1994,
373,AK,NSB Anaktuvuk Pass,7487,4,0,OP,IC,DFO,0.1,0,0,0,,1994,
374,AK,NSB Anaktuvuk Pass,7487,5,0,RE,IC,DFO,0.1,0,0,0,,1994,
375,AK,NSB Anaktuvuk Pass,7487,6,0,OP,IC,DFO,0.9,0,0,0,,2003,
376,AK,NSB Anaktuvuk Pass,7487,7,0,OP,IC,DFO,0.9,0,0,0,,2003,
377,AK,NSB Atquasuk Utility,7482,NA1,0,OP,IC,DFO,0.9,0,0,0,,2003,
378,AK,NSB Atquasuk Utility,7482,NA2,0,OP,IC,DFO,0.9,0,0,0,,2003,
379,AK,NSB Atquasuk Utility,7482,NA3,0,OP,IC,DFO,0.4,0,0,0,,2003,
380,AK,NSB Atquasuk Utility,7482,PG1,0,RE,IC,DFO,0.2,0,0,0,,1986,
381,AK,NSB Atquasuk Utility,7482,PG2,0,OP,IC,DFO,0.4,0,0,0,,1986,
382,AK,NSB Atquasuk Utility,7482,PG3,0,OP,IC,DFO,0.6,0,0,0,,1986,
383,AK,NSB Kaktovik Utility,7483,PG1A,0,OP,IC,DFO,0.9,0,0,0,,2000,
384,AK,NSB Kaktovik Utility,7483,PG2A,0,OP,IC,DFO,0.9,0,0,0,,2000,
385,AK,NSB Kaktovik Utility,7483,PG3A,0,OP,IC,DFO,0.4,0,0,0,,2000,
386,AK,NSB Kaktovik Utility,7483,PG4A,0,OP,IC,DFO,0.4,0,0,0,,2000,
387,AK,NSB Nuiqsut Utility,7484,PG1A,0,OP,IC,DFO,0.9,0,0,0,,1999,
388,AK,NSB Nuiqsut Utility,7484,PG2A,0,OP,IC,DFO,0.9,0,0,0,,1999,
389,AK,NSB Nuiqsut Utility,7484,PG3A,0,OP,IC,DFO,0.4,0,0,0,,1999,
390,AK,NSB Nuiqsut Utility,7484,PG3B,0,TS,IC,NG,0.8,0,0,0,,2013,
391,AK,NSB Nuiqsut Utility,7484,PG4A,0,RE,IC,DFO,0.4,0,0,0,,1999,
392,AK,NSB Nuiqsut Utility,7484,PG5A,0,OP,IC,NG,0.8,0,0,0,,2008,
393,AK,NSB Nuiqsut Utility,7484,PG6A,0,OP,IC,NG,0.8,0,0,0,,2008,
394,AK,NSB Point Hope Utility,7485,PG1,0,OP,IC,DFO,0.3,0,0,0,,1987,
395,AK,NSB Point Hope Utility,7485,PG1A,0,P,IC,DFO,1,0,0,0,,2013,
396,AK,NSB Point Hope Utility,7485,PG2,0,OP,IC,DFO,0.3,0,0,0,,1987,
397,AK,NSB Point Hope Utility,7485,PG3,0,RE,IC,DFO,0.3,0,0,0,,1987,
398,AK,NSB Point Hope Utility,7485,PG4,0,RE,IC,DFO,0.4,0,0,0,,1992,
399,AK,NSB Point Hope Utility,7485,PG5,0,RE,IC,DFO,0.2,0,0,0,,1980,
400,AK,NSB Point Hope Utility,7485,PG6,0,OP,IC,DFO,0.6,0,0,0,,1995,
401,AK,NSB Point Hope Utility,7485,PG7,0,OP,IC,DFO,0.6,0,0,0,,1995,
402,AK,NSB Point Hope Utility,7485,PG8,0,OP,IC,NG,0.9,0,0,0,,2008,
403,AK,NSB Point Lay Utility,7486,PG10,0,V,IC,DFO,0.6,0,0,0,,2013,
404,AK,NSB Point Lay Utility,7486,PG1A,0,OP,IC,DFO,0.3,0,0,0,,2000,
405,AK,NSB Point Lay Utility,7486,PG2A,0,OP,IC,DFO,0.3,0,0,0,,2000,
406,AK,NSB Point Lay Utility,7486,PG3,0,RE,IC,DFO,0.2,0,0,0,,1990,
407,AK,NSB Point Lay Utility,7486,PG3A,0,OP,IC,DFO,0.3,0,0,0,,2002,
408,AK,NSB Point Lay Utility,7486,PG4,0,RE,IC,DFO,0.2,0,0,0,,1990,
409,AK,NSB Point Lay Utility,7486,PG4A,0,OP,IC,DFO,0.3,0,0,0,,2002,
410,AK,NSB Point Lay Utility,7486,PG5,0,OP,IC,DFO,0.3,0,0,0,,2002,
411,AK,NSB Point Lay Utility,7486,PG6,0,OP,IC,DFO,0.3,0,0,0,,2002,
412,AK,NSB Point Lay Utility,7486,PG7,0,V,IC,DFO,0.6,0,0,0,,2013,
413,AK,NSB Point Lay Utility,7486,PG8,0,V,IC,DFO,0.6,0,0,0,,2013,
414,AK,NSB Point Lay Utility,7486,PG9,0,V,IC,DFO,0.6,0,0,0,,2013,
415,AK,NSB Wainwright Utility,7488,PG1,0,OP,IC,DFO,0.4,0,0,0,,1988,
416,AK,NSB Wainwright Utility,7488,PG2,0,OP,IC,DFO,0.4,0,0,0,,1988,
417,AK,NSB Wainwright Utility,7488,PG3,0,OP,IC,DFO,0.4,0,0,0,,1989,
418,AK,NSB Wainwright Utility,7488,PG4,0,RE,IC,DFO,0.3,0,0,0,,1988,
419,AK,NSB Wainwright Utility,7488,PG4A,0,OP,IC,DFO,0.9,0,0,0,,2001,
420,AK,NSB Wainwright Utility,7488,PG5,0,OP,IC,DFO,0.9,0,0,0,,2001,
421,AK,Nunapitchuk,6333,2,0,RE,IC,DFO,0.3,0,0,0,,1976,
422,AK,Nunapitchuk,6333,3,0,RE,IC,DFO,0.3,0,0,0,,1976,
423,AK,Nunapitchuk,6333,4,0,RE,IC,DFO,0.6,0,0,0,,1986,
424,AK,Nunapitchuk,6333,5,0,RE,IC,DFO,0.5,0,0,0,,1994,
425,AK,Nymans Plant,7723,1,0,OP,IC,DFO,2.5,0,0,0,,1994,
426,AK,Nymans Plant,7723,2,0,OP,IC,DFO,7.5,0,0,0,,2000,
427,AK,Orca,789,1,0,L,IC,DFO,1.5,0,0,0,,2016,
428,AK,Orca,789,2,0,L,IC,DFO,1.5,0,0,0,,2016,
429,AK,Orca,789,3,0,OP,IC,DFO,2.5,0,0,0,,1984,
430,AK,Orca,789,4,0,OP,IC,DFO,2.4,0,0,0,,1984,
431,AK,Orca,789,5,0,OP,IC,DFO,1.1,0,0,0,,2000,
432,AK,Orca,789,6,0,OP,IC,DFO,1.1,0,0,0,,2000,
433,AK,Orca,789,7,0,OP,IC,DFO,3.6,0,0,0,,2009,
434,AK,Pelican,6702,HC1,0,RE,HY,WAT,0.6,0,0,0,,1984,
435,AK,Pelican,6702,HC2,0,RE,HY,WAT,0.1,0,0,0,,1984,
436,AK,Pelican,6702,IC1,0,RE,IC,DFO,0.3,0,0,0,,1989,
437,AK,Pelican,6702,IC2,0,RE,IC,DFO,0.1,0,0,0,,1964,
438,AK,Pelican,6702,IC3,0,RE,IC,DFO,0.2,0,0,0,,1974,
439,AK,Pelican,6702,IC4,0,RE,IC,DFO,0.2,0,0,0,,1980,
440,AK,Pelican,6702,IC5,0,RE,IC,DFO,0.4,0,0,0,,1990,
441,AK,Pelican,6702,IC6,0,OP,IC,DFO,0.4,0,0,0,,2008,
442,AK,Pelican,6702,IC7,0,OP,IC,DFO,0.4,0,0,0,,2008,
443,AK,Pelican,6702,IC8,0,OP,IC,DFO,0.2,0,0,0,,2008,
444,AK,Petersburg,91,3,0,OP,HY,WAT,1.6,0.945990297,13259,0,F923NONK,1954,
445,AK,Petersburg,91,IC1,0,OP,IC,DFO,2.6,0,0,0,,1972,
446,AK,Petersburg,91,IC2,0,OP,IC,DFO,0.3,0,0,0,,1972,
447,AK,Petersburg,91,IC3,0,OP,IC,DFO,1.2,0,0,0,,1965,
448,AK,Petersburg,91,IC4,0,OP,IC,DFO,0.6,0,0,0,,1979,
449,AK,Petersburg,91,IC5,0,OP,IC,DFO,0.8,0,0,0,,1979,
450,AK,Petersburg,91,IC6,0,OP,IC,DFO,2.6,0,0,0,,1993,
451,AK,Petersburg,91,IC7,0,OP,IC,DFO,2.6,0,0,0,,2001,
452,AK,Petersburg,91,IC8,0,OP,IC,DFO,2.5,0,0,0,,2012,
453,AK,Pillar Mountain Wind Project,57187,1,0,OP,WT,WND,4.5,0,0,0,,2009,
454,AK,Pillar Mountain Wind Project,57187,2,0,OP,WT,WND,4.5,0,0,0,,2012,
455,AK,Pilot Station,57058,UNIT1,0,OP,IC,JF,0.4,0,0,0,,1998,
456,AK,Pilot Station,57058,UNIT2,0,OP,IC,JF,0.5,0,0,0,,2005,
457,AK,Pilot Station,57058,UNIT3,0,OP,IC,JF,0.3,0,0,0,,2002,
458,AK,Port Lions,6282,1,0,SB,IC,DFO,0.3,0,0,0,,1968,
459,AK,Port Lions,6282,2,0,SB,IC,DFO,0.3,0,0,0,,1968,
460,AK,Port Lions,6282,3,0,SB,IC,DFO,0.2,0,0,0,,1971,
461,AK,Port Lions,6282,4,0,SB,IC,DFO,0.2,0,0,0,,1975,
462,AK,Power Creek,7862,4,0,OP,HY,WAT,3,0,0,0,,2001,
463,AK,Power Creek,7862,5,0,OP,HY,WAT,3,0,0,0,,2001,
464,AK,Purple Lake,6302,1,0,OP,HY,WAT,1.3,0,0,0,,1956,
465,AK,Purple Lake,6302,2,0,OP,HY,WAT,1.3,0,0,0,,1956,
466,AK,Purple Lake,6302,3,0,OP,HY,WAT,1.3,0,0,0,,1962,
467,AK,Quinhagak,57057,UNIT1,0,OP,IC,JF,0.4,0,0,0,,1996,
468,AK,Quinhagak,57057,UNIT2,0,OP,IC,JF,0.3,0,0,0,,2002,
469,AK,Quinhagak,57057,UNIT3,0,OP,IC,JF,0.4,0,0,0,,1986,
470,AK,S W Bailey,85,1,0,OP,IC,DFO,4.5,0,0,0,,1969,
471,AK,S W Bailey,85,2,0,OP,IC,DFO,4.5,0,0,0,,1970,
472,AK,S W Bailey,85,3,0,OP,IC,DFO,6.4,0,0,0,,1976,
473,AK,S W Bailey,85,4,0,OP,IC,DFO,10.5,0,0,0,,1998,
474,AK,Salmon Creek 1,65,HY7,0,OP,HY,WAT,8.5,0.381359119,28396,0,F923NONK,1984,
475,AK,Savoonga,57052,UNIT1,0,OP,IC,JF,0.4,0,0,0,,2008,
476,AK,Savoonga,57052,UNIT2,0,OP,IC,JF,0.5,0,0,0,,2008,
477,AK,Savoonga,57052,UNIT3,0,OP,IC,JF,0.8,0,0,0,,2008,
478,AK,Scammon Bay,57056,UNIT1,0,OP,IC,JF,0.4,0,0,0,,2004,
479,AK,Scammon Bay,57056,UNIT2,0,OP,IC,JF,0.4,0,0,0,,2001,
480,AK,Scammon Bay,57056,UNIT3,0,OP,IC,JF,0.5,0,0,0,,2007,
481,AK,Selawik,6341,1,0,RE,IC,DFO,0.3,0,0,0,,1974,
482,AK,Selawik,6341,1A,0,OP,IC,DFO,0.3,0,0,0,,2003,
483,AK,Selawik,6341,2,0,RE,IC,DFO,0.7,0,0,0,,2003,
484,AK,Selawik,6341,2A,0,OP,IC,DFO,0.5,0,0,0,,2005,
485,AK,Selawik,6341,3,0,RE,IC,DFO,0.3,0,0,0,,1978,
486,AK,Selawik,6341,3A,0,OP,IC,DFO,0.8,0,0,0,,1996,
487,AK,Seldovia,6283,1,0,RE,IC,DFO,0.3,0,0,0,,1964,
488,AK,Seldovia,6283,2,0,RE,IC,DFO,0.6,0,0,0,,1964,
489,AK,Seldovia,6283,3,0,RE,IC,DFO,0.6,0,0,0,,1970,
490,AK,Seldovia,6283,4,0,RE,IC,DFO,0.6,0,0,0,,1979,
491,AK,Seldovia,6283,5,0,SB,IC,DFO,1.2,0,0,0,,2004,
492,AK,Seldovia,6283,6,0,SB,IC,DFO,1.2,0,0,0,,2004,
493,AK,Seward,92,1,0,RE,IC,DFO,1.5,0,0,0,,1965,
494,AK,Seward,92,2,0,RE,IC,DFO,1.5,0,0,0,,1965,
495,AK,Seward,92,3,0,OP,IC,DFO,2.5,0,0,0,,1975,
496,AK,Seward,92,4,0,OP,IC,DFO,2.5,0,0,0,,1986,
497,AK,Seward,92,5,0,OP,IC,DFO,2.5,0,0,0,,1985,
498,AK,Seward,92,6,0,OP,IC,DFO,2.8,0,0,0,,2000,
499,AK,Seward,92,N1,0,OP,IC,DFO,2.8,0,0,0,,2010,
500,AK,Seward,92,N2,0,OP,IC,DFO,2.5,0,0,0,,2010,
501,AK,Shishmaref,6345,1,0,OP,IC,DFO,0.3,0,0,0,,2004,
502,AK,Shishmaref,6345,2,0,OP,IC,DFO,0.3,0,0,0,,1976,
503,AK,Shishmaref,6345,3,0,OP,IC,DFO,0.3,0,0,0,,1977,
504,AK,Shishmaref,6345,4,0,OP,IC,DFO,0.5,0,0,0,,1988,
505,AK,Shungnak,57063,UNIT1,0,OP,IC,JF,0.2,0,0,0,,1991,
506,AK,Shungnak,57063,UNIT2,0,OP,IC,JF,0.3,0,0,0,,1984,
507,AK,Shungnak,57063,UNIT3,0,OP,IC,JF,0.3,0,0,0,,1998,
508,AK,Shungnak,57063,UNIT4,0,OP,IC,JF,0.4,0,0,0,,1991,
509,AK,Silvis,6581,1,0,OP,HY,WAT,2.1,0.747173299,13745,0,F923NONK,1968,
510,AK,Skagway,66,1,0,OP,HY,WAT,0.4,0,0,0,,1957,
511,AK,Skagway,66,2,0,OP,HY,WAT,0.1,0,0,0,,1909,
512,AK,Skagway,66,3,0,OP,HY,WAT,0.3,0,0,0,,1981,
513,AK,Skagway,66,4,0,OP,HY,WAT,0.2,0,0,0,,1987,
514,AK,Skagway,66,6A,0,OP,IC,DFO,0.8,0,0,0,,1986,
515,AK,Skagway,66,7A,0,OP,IC,DFO,1.1,0,0,0,,1996,
516,AK,Skagway,66,8A,0,OP,IC,DFO,0.5,0,0,0,,1991,
517,AK,Skagway,66,9,0,OP,IC,DFO,1,0,0,0,,2009,
518,AK,Snake River,90,11,0,OS,IC,DFO,1.5,0,0,0,,1988,
519,AK,Snake River,90,12,0,OP,IC,DFO,3.8,0,0,0,,1991,
520,AK,Snake River,90,14,0,OP,IC,DFO,2,0,0,0,,1999,
521,AK,Snake River,90,15,0,OP,IC,DFO,5.2,0,0,0,,2007,
522,AK,Snake River,90,16,0,OP,IC,DFO,5.2,0,0,0,,2007,
523,AK,Snake River,90,5,0,RE,IC,DFO,1.2,0,0,0,,1974,
524,AK,Snake River,90,6,0,RE,IC,DFO,1,0,0,0,,1972,
525,AK,Snake River,90,9,0,OS,IC,DFO,2.8,0,0,0,,1985,
526,AK,Snettisham,78,1,0,OP,HY,WAT,23.6,0,0,0,,1973,
527,AK,Snettisham,78,2,0,OP,HY,WAT,23.6,0,0,0,,1973,
528,AK,Snettisham,78,3,0,OP,HY,WAT,31,0,0,0,,1990,
529,AK,Soldotna,57206,1,0,P,GT,NG,50,0,0,0,,2014,
530,AK,Soldotna,57206,2,0,IP,GT,NG,50,0,0,0,,,
531,AK,Solomon Gulch,390,1,0,OP,HY,WAT,6,0,0,0,,1982,
532,AK,Solomon Gulch,390,2,0,OP,HY,WAT,6,0,0,0,,1982,
533,AK,South Fork,56265,1,0,OP,HY,WAT,2,0.377511416,6614,0,F923NONK,2005,
534,AK,Southcentral Power Plant,57036,1,0,V,CA,NG,57.5,0,0,0,,2013,"The generator ID numbers for ORISPL: 57036 were changed from 10, 11, 12, 13 to 1, 2, 3, 4 to reflect EIA data."
535,AK,Southcentral Power Plant,57036,2,0,V,CT,NG,47.6,0,0,0,,2013,"The generator ID numbers for ORISPL: 57036 were changed from 10, 11, 12, 13 to 1, 2, 3, 4 to reflect EIA data."
536,AK,Southcentral Power Plant,57036,3,0,V,CT,NG,47.6,0,0,0,,2013,"The generator ID numbers for ORISPL: 57036 were changed from 10, 11, 12, 13 to 1, 2, 3, 4 to reflect EIA data."
537,AK,Southcentral Power Plant,57036,4,0,V,CT,NG,47.6,0,0,0,,2013,"The generator ID numbers for ORISPL: 57036 were changed from 10, 11, 12, 13 to 1, 2, 3, 4 to reflect EIA data."
538,AK,St Marys,6338,1,0,RE,IC,DFO,0.6,0,0,0,,1977,
539,AK,St Marys,6338,1B,0,OP,IC,DFO,5,0,0,0,,2006,
540,AK,St Marys,6338,2,0,OP,IC,DFO,0.6,0,0,0,,1980,
541,AK,St Marys,6338,3,0,OP,IC,DFO,0.9,0,0,0,,1974,
542,AK,St. Michael,57061,UNIT1,0,OP,IC,JF,0.5,0,0,0,,2005,
543,AK,St. Michael,57061,UNIT2,0,OP,IC,JF,0.3,0,0,0,,2000,
544,AK,St. Michael,57061,UNIT3,0,OP,IC,JF,0.2,0,0,0,,1995,
545,AK,Stebbins,57055,1,0,L,IC,JF,0.5,0,0,0,,2013,
546,AK,Stebbins,57055,2,0,L,IC,JF,0.5,0,0,0,,2013,
547,AK,Stebbins,57055,3,0,L,IC,JF,0.5,0,0,0,,2013,
548,AK,Stebbins,57055,4,0,L,IC,JF,0.5,0,0,0,,2013,
549,AK,Stebbins,57055,UNIT1,0,OP,IC,JF,0.5,0,0,0,,2007,
550,AK,Stebbins,57055,UNIT2,0,OP,IC,JF,0.4,0,0,0,,1992,
551,AK,Stebbins,57055,UNIT3,0,OP,IC,JF,0.3,0,0,0,,1990,
552,AK,Swan Lake,70,1,0,OP,HY,WAT,11.2,0,0,0,,1984,
553,AK,Swan Lake,70,2,0,OP,HY,WAT,11.2,0,0,0,,1984,
554,AK,Terror Lake,71,1,0,OP,HY,WAT,11.2,0,0,0,,1984,
555,AK,Terror Lake,71,2,0,OP,HY,WAT,11.2,0,0,0,,1984,
556,AK,Tesoro Alaska Petroleum,52184,GEN1,0,OP,GT,NG,4,0,0,0,,1988,
557,AK,Tesoro Alaska Petroleum,52184,GEN2,0,OP,GT,NG,4,0,0,0,,1988,
558,AK,Thorne Bay Plant,7414,2,0,OP,IC,DFO,0.6,0,0,0,,1993,
559,AK,Thorne Bay Plant,7414,4,0,OP,IC,DFO,0.4,0,0,0,,1996,
560,AK,TNSG North Plant,58278,13,0,OP,IC,NG,0.3,0,0,0,F923NONK,2010,
561,AK,TNSG North Plant,58278,CT1,0,OP,GT,NG,5.2,0,0,0,,2008,
562,AK,TNSG North Plant,58278,CT2,0,OP,GT,NG,5.2,0,0,0,,2009,
563,AK,TNSG South Plant,58117,12,0,OP,IC,NG,0.6,0,0,0,,2010,
564,AK,TNSG South Plant,58117,1A,0,OP,IC,NG,1.4,0,0,0,,2006,
565,AK,TNSG South Plant,58117,2,0,OP,IC,NG,0.8,0,0,0,,1992,
566,AK,TNSG South Plant,58117,3,0,OP,IC,NG,0.8,0,0,0,,1992,
567,AK,TNSG South Plant,58117,4A,0,OP,IC,NG,1.4,0,0,0,,2006,
568,AK,TNSG South Plant,58117,6,0,OP,IC,NG,3.4,0,0,0,,2003,
569,AK,Togiak,6348,2,0,RE,IC,DFO,0.3,0,0,0,,1970,
570,AK,Togiak,6348,2a,0,OP,IC,DFO,0.5,0,0,0,,2004,
571,AK,Togiak,6348,4,0,OP,IC,DFO,0.3,0,0,0,,1986,
572,AK,Togiak,6348,4a,0,OP,IC,DFO,0.5,0,0,0,,2004,
573,AK,Togiak,6348,5,0,RE,IC,DFO,0.5,0,0,0,,1986,
574,AK,Togiak,6348,5A,0,T,IC,DFO,0.8,0,0,0,,2013,
575,AK,Tok,406,3A,0,OP,IC,DFO,1.3,0,0,0,,1999,
576,AK,Tok,406,4A,0,OP,IC,DFO,1.1,0,0,0,,1989,
577,AK,Tok,406,5A,0,OP,IC,DFO,1.1,0,0,0,,1996,
578,AK,Tok,406,6,0,OS,IC,DFO,0.5,0,0,0,,2010,
579,AK,Tok,406,7a,0,OP,IC,DFO,2.3,0,0,0,,2006,
580,AK,Tok,406,8,0,OP,IC,DFO,0.4,0,0,0,,1985,
581,AK,Tok,406,9,0,OP,IC,DFO,0.9,0,0,0,,1985,
582,AK,Toksook Bay,57067,UNIT1,0,OP,IC,JF,0.4,0,0,0,,2005,
583,AK,Toksook Bay,57067,UNIT2,0,OP,IC,JF,0.5,0,0,0,,2005,
584,AK,Toksook Bay,57067,UNIT3,0,OP,IC,JF,0.8,0,0,0,,2005,
585,AK,Unalakleet,6299,1,0,RE,IC,DFO,0.4,0,0,0,,1965,
586,AK,Unalakleet,6299,2,0,RE,IC,DFO,0.4,0,0,0,,1982,
587,AK,Unalakleet,6299,3,0,RE,IC,DFO,0.4,0,0,0,,1983,
588,AK,Unalakleet,6299,4,0,RE,IC,DFO,0.4,0,0,0,,1983,
589,AK,Unalakleet,6299,5,0,OP,IC,DFO,0.5,0,0,0,,2010,
590,AK,Unalakleet,6299,6,0,OP,IC,DFO,0.5,0,0,0,,2010,
591,AK,Unalakleet,6299,7,0,OP,IC,DFO,0.5,0,0,0,,2010,
592,AK,Unalakleet,6299,8,0,OP,IC,DFO,0.5,0,0,0,,2010,
593,AK,Unalaska Power Module,7503,7,0,OP,IC,DFO,1.1,0.014321295,138,0,F923NONK,1993,
594,AK,Unisea G 2,54422,CAT1,0,RE,IC,DFO,0.8,0,0,0,,1979,
595,AK,Unisea G 2,54422,CAT2,0,RE,IC,DFO,0.9,0,0,0,,1973,
596,AK,Unisea G 2,54422,CAT4,0,OP,IC,DFO,1,0,0,0,,2012,
597,AK,Unisea G 2,54422,CAT5,0,OP,IC,DFO,1,0,0,0,,2012,
598,AK,Unisea G 2,54422,GEN1,0,OP,IC,DFO,2.5,0,0,0,,1990,
599,AK,Unisea G 2,54422,GEN2,0,OP,IC,DFO,2.6,0,0,0,,1990,
600,AK,Unisea G 2,54422,GEN3,0,OP,IC,DFO,2.7,0,0,0,,1990,
601,AK,Unisea G 2,54422,GEN4,0,OP,IC,DFO,2.5,0,0,0,,1990,
